director_name,duration,actor_1_name,imdb_score,plot_keywords,country_USA,gross,num_voted_users,emotion,cleaned_text
John Herzfeld,0.5079959931818551,Robert De Niro,-0.3041211612042964,criminal|detective|fire|homicide|media,1.0,-0.352006075715854,-0.2969647414125987,sad,usually like blab feelings thoughts publicly tend think makes seem whiney like im trying grab attention seems like one rare occasions im prompted
Jason Reitman,-0.4445764197474697,J.K. Simmons,0.9403185179046468,adoption|baby|friend|pregnancy|school,1.0,1.388337571178948,2.3880493665098093,sad,im astro person work difficult communicate collaborators feel isolated
Tom Vaughan,-0.246123833720527,Treat Williams,-0.3041211612042964,casino|father son relationship|jackpot|judge|wedding,1.0,0.4647324976721477,0.4121557764471665,sad,feel dull ache either
Anton Corbijn,-0.0873617648989729,Violante Placido,-0.1263440641887329,ambush|assassin|priest|prostitute|sweden,1.0,-0.1880667043542654,-0.0303828588316064,suprise,guess feel surprised
John H. Lee,0.3095434071549123,Liam Neeson,0.3180986783501752,0,0.0,-0.7076764563626894,-0.6035765144185365,fear,appreciate gentle guidance valuable advice reason still feel intimidated embarrassed
Kristin Rizzo,-0.6827195229798009,Esai Morales,1.384761260443555,independent film,1.0,0.0,-0.6039592645885747,joy,im feeling festive today best friends birthday
Woody Allen,-0.3651953853366926,Jim Broadbent,0.9403185179046468,actress|bodyguard|new york city|play|playwright,1.0,-0.5125983391539487,-0.3920167742058755,joy,feel election glad
Michael Tiddes,-0.6033384885690238,Fred Willard,-2.615223422406619,color in title|parody|reference to cuba gooding jr|reference to netflix|written by star,1.0,-0.537560936567463,-0.5355553096715472,anger,feel like fucked
James Fargo,0.7858296136195747,Christopher Lee,0.0514330328268305,afghanistan|caravan|rebel|russian|tribe,0.0,-0.6935287262262366,-0.6004422960450156,sad,feel depressed
Charles S. Dutton,0.1110908211279697,Omar Epps,-1.0152295492665493,boxer|boxing|boxing arena|boxing manager|directed by co star,1.0,-0.6222083801776309,-0.5614956608182916,joy,feel write elegant enough words portray cash way want
Larry Charles,-0.3255048681313041,Sayed Badreya,-0.0374555156809508,dictator|hotel|oil|overalls|sunglasses,1.0,0.1628855211275808,0.94022824217751,joy,feel better help
Iain Softley,-0.1270522821043614,Gena Rowlands,0.0514330328268305,attic|bound and gagged|hoodoo|secret|southern gothic,1.0,-0.0096736773205876,0.0272896479217067,anger,could feel another vicious headache coming ignored temptation rub temples front men
Dave McKean,-0.246123833720527,Stephanie Leonidas,0.4069872268579574,circus|dark fantasy|dream|dream world|fantasy world,0.0,-0.6955017187405825,-0.4578064732445285,sad,feel troubled victory defeat
James Ivory,1.3018063372896256,Anthony Hopkins,0.9403185179046468,england|friendship|prejudice|upper class|working class,0.0,-0.3287528129430481,-0.4507364276508028,anger,countered feeling slightly insulted
Antoine Fuqua,0.6667580620034091,Tate Donovan,0.6736528723813021,colonel|ethiopia|marksman|on the run|rangefinder,1.0,-0.0218164913887823,1.2460672931420498,joy,kinda feel like wrote blog say hey friends ephin cool
R. Balki,1.023972716851906,Vidya Balan,0.6736528723813021,adult actor playing minor|politician|progeria|reference to spiderman|school,0.0,-0.7052282631202008,-0.5515441563972966,joy,like singing church smores ballet feeling graceful whilst said ballet panic
Steven Spielberg,1.3811873717004026,Robin Williams,0.2292101298423939,1990s|caught in a net|children|duel|hero,1.0,1.0400575882298613,0.715914977431121,love,feel compassionate towards friend know hard time case anything
John Moore,0.2301623727441353,Dennis Quaid,-0.3041211612042964,captain|desert|rescue|stranded|survivor,1.0,-0.4011881603373549,-0.2733642214940127,anger,id struggling feeling highly irritable toward husband
Ethan Coen,-0.1270522821043614,Justin Timberlake,0.8514299693968655,1960s|car hitting an animal|folk singer|friend|singer,1.0,-0.5150745257736892,0.0907395157322013,anger,feel grouchy day shouldnt
Shane Black,-0.16674279930975,Robert Downey Jr.,1.0292070664124282,actor|detective sergeant|hotel|nightclub|thief,1.0,-0.6462521052100739,0.6665185403922201,sad,dont feel submissive know thats fault isnt dont want long time becomes natural thing instead feeling lot times like upper hand
John Gatins,-0.3651953853366926,Ken Howard,0.4069872268579574,colon in title|horse|kentucky|overalls|six word title,1.0,-0.2303656178323276,-0.5318794636989155,love,feel like people faithful sometimes get overlooked
Lee Tamahori,1.023972716851906,Toby Stephens,-0.3041211612042964,catfight|clinic|colonel|diamond|patricide,0.0,1.6324507201166836,0.6228416907999288,love,feel liked really enjoying motherhood
Christian Duguay,0.3492339243603009,Michael Biehn,-0.6596753552354224,blood splatter|fbi|murder|secretary general|united nations,1.0,-0.2669203954925996,-0.4211852258433201,joy,havent feeling successful late
José Padilha,0.3889244415656894,Gary Oldman,-0.2152326126965142,law enforcement|police|robocop|robot|technology,1.0,0.1481282045197893,0.7166949211738405,sad,feel like person carl fell love lost
Andy Cadiff,-0.246123833720527,Annabella Sciorra,-0.3041211612042964,first daughter|photographer|prague|president|secret service agent,1.0,-0.5300463219107392,-0.3869110313715914,anger,still feel pissed fact u actually sabo ed
0,-2.4687927972222847,Bex Taylor-Klaus,0.7625414208890835,generation y|millennial generation|murder|teenage girl|throat slitting,1.0,0.0,-0.4738169850742425,anger,want less grey areas fewer doctors feeling fucked regardless
William Dear,0.4286149587710779,Clifton Collins Jr.,0.4958757753657387,baseball movie|little league|little league baseball|mexico|three word title,0.0,-0.6922219059609418,-0.5849011948011976,anger,ive fallen asleep feels like shes even pissed
Rakeysh Omprakash Mehra,1.9765451297812304,Anupam Kher,1.740315454474682,freedom|friend|india|student|urination,0.0,-0.6760353345881834,-0.0970247186261937,sad,guess help pay debt faster something tells going end spending drinking partying short term feel shitty
Marc Forster,-0.0476712476935844,Giancarlo Giannini,0.2292101298423939,action hero|attempted rape|bond girl|official james bond series|revenge,0.0,1.7517779110828375,1.7845967823858917,joy,feel valuable article add value honorable subscribers
John Crowley,0.1507813383333582,Julie Walters,0.9403185179046468,1950s|immigrant|irish|irish accent|torn between two worlds,0.0,-0.1483075177870028,-0.0752440674406199,joy,need much sleep feel peaceful inside
Andrew Fleming,-0.6033384885690238,Steve Coogan,-0.0374555156809508,gang banger|sequel|shakespeare's hamlet|student|time machine,1.0,-0.6368133987872623,-0.494456607451023,sad,feeling really lousy take diy therapy chart look emotion experiencing
David Wain,-0.3651953853366926,Justin Theroux,-0.7485639037432046,childbirth|female frontal nudity|nude protest|nudist|skinny dipping,1.0,-0.4564663872683642,-0.1550510887442593,anger,feel heartless getting
Malcolm D. Lee,-0.7621005573905779,Marisa Saks,-2.615223422406619,2010s|ape|ballet|psychic|supernatural,1.0,-0.2403999724791406,-0.2407076881182949,anger,beat anyone words bitterness try control person life feel control violent things go way blah blah blah
King Vidor,1.341496854495014,Gina Lollobrigida,-0.2152326126965142,king|pharaoh|queen|queen of sheba|tribe,1.0,0.0,-0.5896602959720508,sad,feel dirty feel small feel inadequate
Tim Miller,0.0317097867171926,Ryan Reynolds,1.4736498089513363,based on comic book|breaking the fourth wall|mercenary|mutant|self healing,1.0,4.595762384700114,2.855307885411997,sad,feel little bit ashamed letti
Oliver Stone,0.7461390964141862,Hal Holbrook,0.8514299693968655,1980s|argument|critique of capitalism|f word|fired from the job,1.0,-0.0675041814291289,0.2562392449164837,anger,feeling particularly spiteful toward casual fun runners want block path carcass
Steven Spielberg,1.341496854495014,Leonardo DiCaprio,1.384761260443555,attorney|cat and mouse|fbi|pan am|pilot,1.0,1.694312504314667,3.1929513089963204,joy,feel smug
Jay Roach,0.2698528899495238,Steve Carell,-0.481898258219859,dinner|diorama|idiot|irs|mouse,1.0,0.3581238405187684,-0.0240494267726713,joy,feel could delighted
Stewart Raffill,-0.0873617648989729,Kayla Jackson,-2.7041119709144006,dance|dream|frog|philadelphia pennsylvania|snake,1.0,-0.7003691913980117,-0.6002689752133001,suprise,feel shocked happy excited look blogger
Lee Toland Krieger,-0.6033384885690238,Ari Graynor,0.2292101298423939,best friends|friendship|masturbation|reference to matthias steiner|single,1.0,-0.6629246743390486,-0.4280819506053303,joy,forget feels make real plans go anywhere sure would hospital
Gary Ross,1.3018063372896256,Jeff Bridges,0.7625414208890835,horse|horse racing|jockey|limp|seabiscuit,1.0,1.047253829356471,-0.1878159476397993,sad,short hours landed nice carp feel little disappointed conditions text book big perch felt right
Khyentse Norbu,0.0317097867171926,Tshewang Dendup,0.9403185179046468,bhutan|buddhist|monk|storytelling|weaver,0.0,-0.7007565256487046,-0.5916101553288495,love,feel caring
Sofia Coppola,-0.6827195229798009,Kirsten Dunst,0.6736528723813021,catholic|five sisters|isolation|school|suicide,1.0,-0.6371405531209923,0.2400626339563759,joy,feel gon na eat cookie eat cookie one sinfully delicious
Martin Scorsese,1.1430442684680715,Robert De Niro,0.2292101298423939,love|musician|saxophonist|singer|songwriter,1.0,0.0,-0.5063868580341025,sad,feel foolish im pool heavens sake kids cant stop
Robert Towne,0.3889244415656894,Billy Burke,0.6736528723813021,car crash|coach|death|oregon|university of oregon,1.0,-0.6967806479008805,-0.5620445101187238,sad,feel really needy today
Paul McGuigan,0.1110908211279697,Daniel Radcliffe,-0.3930097097120777,assistant|experiment|frankenstein|medical student|scientist,1.0,-0.6237860758157086,-0.3975558191194481,sad,genuinely feel little remorseful
Michael Winnick,-0.0476712476935844,Scott Takeda,-1.993003582852147,gun|mayor|nightclub|police|vigilantism,1.0,0.0,-0.5994457012626518,fear,feel uncertain entirely safe
Neill Blomkamp,0.5079959931818551,Hugh Jackman,0.4069872268579574,artificial intelligence|consciousness|future|mind uploading|robot,1.0,-0.2469018726555814,0.6448751015317543,joy,started feeling like valued cases began convincing good guy certain situations
Tim Burton,-0.6033384885690238,Catherine O'Hara,0.9403185179046468,attic|ghost|surrealism|teenage girl|yuppie,1.0,0.3631871645447064,0.7636576448674037,sad,know one fact tell ya moment realize feel humiliated palms actually sweat
Tobe Hooper,0.5079959931818551,Heather O'Rourke,0.8514299693968655,ghost|haunted|haunting|house|paranormal investigator,1.0,0.4110116288107741,0.1572730500069665,joy,feel sun hitting architecture mood within painting carries amazing feeling happiness
0,-1.873435039141457,Ruth Wilson,1.9180925514902447,murder|police|psychopath,0.0,0.0,-0.094605448683499,joy,also need remember bad overeating makes feel fullness hangover get food thats rich sugary
Nick Tomnay,-0.5636479713636353,David Hyde Pierce,0.3180986783501752,arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party,1.0,-0.7074314704807679,-0.4585214216753547,fear,feel uncomfortable ive let go
Francis Ford Coppola,4.477047713720708,Robert De Niro,2.2736467455213716,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,1.0,0.1290324111888917,5.10760487185284,joy,feel privileged
Nigel Cole,-0.0079807304881958,Aimee Garcia,0.1403215813346118,flight|hasselblad camera|los angeles california|love|medium format camera,1.0,-0.389111209601442,-0.1832229455993401,sad,feel awkward saying vulva even vagina conditioned years years avoid saying
Donald Petrie,-0.1270522821043614,Julia Roberts,-0.2152326126965142,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,1.0,-0.5212260850351376,-0.4721704371729458,joy,feel quite passionate comes directing especially comes theatre film
Raja Gosnell,-0.3255048681313041,Nia Long,-1.1930066462821127,disguise|fbi|female impersonation|gender disguise|obesity,1.0,1.009442213343002,-0.1207985593764951,fear,still feel afraid nervous know im alone
Jonathan Mostow,-0.7224100401851894,Bruce Willis,-0.1263440641887329,android|fbi agent|future|murder|robot,1.0,-0.1450219047094659,0.489312433365824,love,feel blessed enjoy activities like
Daniel Stamm,-0.8017910745959664,Caleb Landry Jones,-0.7485639037432046,cult film|documentary crew|exorcism|found footage|satanic ritual,0.0,-0.109261139617115,-0.3044608673842915,joy,know want get wil go drive determination people tell going pace quitting feel like gracious person world
Paul Weitz,0.0714003039225811,Scarlett Johansson,0.0514330328268305,company|corporate takeover|executive|magazine|new boss,1.0,-0.0435191168401445,-0.2505580887207891,sad,shake feeling making foolish decision
Robert Redford,0.7461390964141862,Matt Damon,0.2292101298423939,caddy|game|golf|golf course|golfer,1.0,-0.2596718932436357,-0.2771122844798591,joy,feel smug done
Hoyt Yeatman,-0.7621005573905779,Kelli Garner,-1.1930066462821127,fbi director|guinea pig|household appliance|secret agent|talking mouse,1.0,1.0366293053564657,-0.365607012473235,joy,feel pleased like regrets world
0,-3.0641505553031125,Steven Weber,0.7625414208890835,1990s|brother brother relationship|nantucket island|one word title|sister sister relationship,1.0,0.0,-0.5490093392334583,joy,sometimes feel like losing grip precious moments long
Kevin Smith,-0.2064333165151385,Jason Mewes,1.2069841634279916,clerk|friend|hockey|video|video store,1.0,-0.6621000239255651,0.708310525939606,sad,hiding feeling low away somewhere else meant became outsider whenever go feel sick fear know walking
Taylor Hackford,8.843004606313446,Delroy Lindo,1.384761260443555,1970s|1980s|barrio|gang war|mexican,1.0,-0.6424425221490359,-0.4368202092043172,sad,willing follow promptings even feel foolish awkward
Alfred Hitchcock,0.0317097867171926,Janet Leigh,1.8292040029824632,money|motel|rain|shower|theft,1.0,-0.2406087393724359,2.4464512650965915,anger,found sweating getting anxious game feeling irate game began look iffy steelers especially refs blowing calls
Luis Mandoki,0.9445916824411288,Robin Wright,-0.3041211612042964,beach|bottle|jogging|letter|love,1.0,0.0632714096034398,-0.3952159878912897,love,feel gentle gentle kick nudge precious daughter remember miracle even exists
Patrick Creadon,-0.5239574541582468,Ken Burns,0.8514299693968655,comedian|crossword puzzle|editor|new york times|puzzle,1.0,-0.6625889437462127,-0.5797160132523774,sad,freely accept gods grace however believe standard someone else makes feel dumb lazy mistake
Michael Hoffman,0.4286149587710779,Luke Bracey,0.2292101298423939,adultery|based on novel|heart transplant|infidelity|protective male,1.0,-0.3171480824295579,-0.2930866878029657,joy,im feeling generous birthday month
Tim Burton,0.4683054759764665,Cary-Hiroyuki Tagawa,-0.6596753552354224,astronaut|cage|planet|wilhelm scream|year 2029,1.0,1.921890464982666,0.6792503998219837,sad,feel really sorry people lose one abilities really respect insistence live
Iain Softley,-0.0476712476935844,Brendan Fraser,-0.3041211612042964,book|escape|girl|overalls|villain,0.0,-0.4556459154070175,-0.1692489535422826,suprise,never got feeling surprised honored zacarias lifemate something really expected
Anthony Vallone,-0.920862626212132,Richard Jewell,1.2069841634279916,jewell|mongol|nostradamus|stepnicka|vallone,1.0,0.0,-0.6039664862898962,joy,hate people blame upset feelings situations towards innocent cautious individuals
Mike Mills,-0.4445764197474697,Kelli Garner,0.1403215813346118,attention deficit disorder|debate|drugs|psychologist|school,1.0,-0.6887793049718325,-0.4687329073439228,joy,feel supporting lifting
Julian Jarrold,-0.2064333165151385,Andrew Garfield,0.5847643238735201,ejected from a moving vehicle|gun held to head|handcuffs|shot multiple times|strangulation,0.0,0.0,-0.5370285367411284,anger,im sure youre supposed feel people feel find someone jealous pride
Frank Darabont,0.7461390964141862,Toby Jones,0.6736528723813021,desperation|fog|giant insect|survival|survival horror,1.0,-0.3342224500281605,0.9879781313151142,anger,began feel impatient puzzled somehow translated facial expression fault usually hide feelings
Conor McMahon,-0.8414815918013551,Peter McQuinn,-0.6596753552354224,cat killer|death of animal|high heels|kneed in the crotch|kneed in the groin,0.0,0.0,-0.5566715643355451,joy,feel hella intelligent subject
Jean-Marie Poiré,0.4286149587710779,Christian Clavier,-0.3930097097120777,jewel|knight|magical potion|sequel|time travel comedy,0.0,-0.7060048894047557,-0.5526129681928752,anger,im tired feel annoyed husband know one amazing husbands ever way husbands
Brian De Palma,-0.1270522821043614,Angie Dickinson,0.5847643238735201,apartment|elevator|murder|psychiatrist|sunglasses,1.0,-0.2420843819102499,-0.4310067396405284,joy,feel particulary successful
Jamie Babbit,-0.6430290057744124,Katy Mixon,-0.0374555156809508,deaf|death|dysfunctional family|godparent|secret,1.0,-0.7025697981212349,-0.5068418252173557,love,dont know feel compassionate im writing
Lionel C. Martin,-0.5636479713636353,Bernie Mac,-1.0152295492665493,breaking the fourth wall|doorman|friend|party|sex,1.0,-0.504175985181637,-0.5876093327967514,joy,say feelings sincere would like nothing better kiss
Mike Cahill,-0.6033384885690238,Robin Lord Taylor,0.4958757753657387,duplicate earth|janitor|planet|solar system|synchronicity,1.0,-0.6889107832609196,-0.0886908753012096,sad,qualms walking dealership feel disrespected ignored patronized point time
Francis Ford Coppola,-0.7621005573905779,Alden Ehrenreich,-1.4596722918054577,ghost|hotel|murder|stake|what happened to epilogue,1.0,0.0,-0.5421992748873057,joy,live less time energy anything make heart soul feel joyful happy satisfied
Jan de Bont,0.2301623727441353,Liam Neeson,-1.3707837432976755,greenhouse|haunted house|horror movie remake|mansion|old house,1.0,0.6241602307724304,-0.1840389978486669,fear,able head shot someone end football field feel threatened
Taylor Hackford,1.103353751262683,Pamela Reed,-0.2152326126965142,jungle|pipeline|prisoner|ransom|south america,1.0,-0.2318581645128767,-0.2481965923886663,love,feel slutty quote
John Gray,-0.6430290057744124,Alexa PenaVega,-1.0152295492665493,detective|heavy rain|murder|partner|serial killer,1.0,-0.4100751371645678,-0.4926150736140464,sad,feel lost stuck tired depressed
Mervyn LeRoy,2.53221237065667,Peter Ustinov,0.6736528723813021,christian|emperor|general|hostage|nero,1.0,0.0,-0.5333960209764256,joy,feel really though version user friendly go back coming reasons life would much better taller brown hair
Seth MacFarlane,0.1904718555387468,Mila Kunis,0.4958757753657387,2010s|car accident|sex scene|teddy bear|testicle,1.0,2.4860963990837632,2.8018456305291046,suprise,feel stunned senses violated wonderful way
Michael Dougherty,-0.3651953853366926,Adam Scott,-0.2152326126965142,christmas|german|holiday|krampus|santa claus,1.0,-0.0858484636192588,-0.3885359141689237,anger,tried work feel agitated rather flattered
Peter Segal,-0.3255048681313041,Adam Sandler,0.3180986783501752,dream|hawaii|hawaiian shirt|short term memory loss|veterinarian,1.0,1.0564493761876308,1.3174899192114549,joy,feel like supporting teenager team significant killing us
Billy Ray,0.1507813383333582,Julia Roberts,-0.2152326126965142,digging a grave|grave digging|investigator|police|secret,1.0,0.0,-0.45844920466214,anger,feel like cold weather left yet also feel right around corner waiting come back
Rupert Wyatt,0.1507813383333582,George Kennedy,-0.3930097097120777,dog|gambler|gambling|gangster|professor,1.0,-0.2167760750538667,-0.2535262079639161,fear,feel seriously threatened
Mark Young,-0.6033384885690238,Alexa PenaVega,-0.9263410007587672,chess|drugs|love|meth|pawn,1.0,0.0,-0.5903030273896622,fear,feel vulnerable coming election given performance
Bob Fosse,0.6270675447980206,Roy Scheider,1.2069841634279916,dancer|editing|stand up comedian|surgery|vomiting,1.0,0.0,-0.4653675945281147,sad,feel like im ungrateful
Michael Cimino,3.0084985771213324,Robert De Niro,1.5625383574591178,escape|friend|party|pittsburgh steelers|vietnam,0.0,0.0,1.0753751607076256,joy,feel pretty href http www
Jeremy Saulnier,-0.4842669369528582,Alia Shawkat,0.5847643238735201,murder|neo nazi|punk band|skinhead|suspense,1.0,-0.6611079976614559,-0.3959164929194729,anger,feel grouchy eating breakfast
Anand Tucker,-0.2858143509259156,Adam Scott,-0.0374555156809508,ireland|irish|journey|tradition|travel,1.0,-0.7079555281262021,-0.0894924841478935,sad,im age people tend start going direction feel im doomed roam around world alone never get chance experience
Linda Mendoza,-1.2383867638552404,Carlos Ponce,-1.4596722918054577,beauty pageant|bilingual|dating|latino|three women,1.0,-0.618632752205286,-0.5795354707193404,love,sit pen lines get feeling person going write probably beloved son great nation
Kirk Jones,-0.5239574541582468,Nia Vardalos,-0.3041211612042964,family restaurant|greek|remarriage|suburb|wedding,1.0,0.1622429153281682,-0.506285754215602,anger,feel fucked
Steve Beck,-0.6430290057744124,Shannon Elizabeth,-0.8374524522509859,collector|ghost|ghost hunter|glass house|machine,1.0,-0.0964346647442478,-0.1311183705648854,joy,feel divine gaze following like eyes mona lisa let go release grip truly know never alone sacred journeys endeavors
Terrence Malick,-0.5239574541582468,Sam Shepard,1.384761260443555,farm|farm worker|grasshopper|harvest|wealth,1.0,0.0,-0.332733828057873,love,feel lack success deals administration specifically lack administration supporting communicating key stake holders like teachers
Garry Marshall,0.3492339243603009,Julia Roberts,-0.8374524522509859,bride|columnist|journalist|maryland|wedding,1.0,1.514815477507872,-0.0678418235861062,sad,anything offer though made feel helpless
Michael Lembeck,-0.1270522821043614,Judge Reinhold,-0.8374524522509859,christmas|magic|santa claus|son|toy,1.0,1.325995531081356,-0.3546372481659119,joy,hope might create generation kids learns never fear sharing openly people feel safe
Mike Mills,-0.0873617648989729,Goran Visnjic,0.6736528723813021,actress|cancer|death|french|gay relationship,1.0,-0.623745239965281,-0.0745218973084722,sad,feel like pac fee like biggie track suffering success khaled reasons rick ross brash unapologetic lyrics allowed miami rapper occupy space hip hop owned fallen legends
Ryan Murphy,1.3018063372896256,James Franco,-0.6596753552354224,divorce|emotional balance|female protagonist|indonesia|inner peace,1.0,0.4690731951642216,-0.1456989855329469,anger,feeling jealous remind story keeps path better living
Joel Schumacher,1.6590209921381225,Kevin Spacey,0.8514299693968655,african american|court|law|mississippi|trial,1.0,0.8800930426729018,0.1147516726261115,joy,would look page feel satisfied almost ecstatic id produced
Ridley Scott,0.3889244415656894,Harrison Ford,1.5625383574591178,artificial intelligence|human android relationship|megacorporation|police detective|tech noir,1.0,-0.3136603501553069,2.7293758577680856,joy,feel glad see article titled humour kills purvaja sawant times life toi
Stephen Frears,0.1110908211279697,Meryl Streep,0.5847643238735201,heiress|opera singer|platonic marriage|singer|singing,0.0,0.0,-0.5885770407738293,joy,feel honored sam asked involved allowed tag along
Mike Newell,1.5796399577273454,Johnny Depp,1.2069841634279916,fbi|mafia|money|racial slur|singer,1.0,-0.095163026134706,1.0215373773560166,love,experience bringing inexplicable feeling longing sacred
Courtney Solomon,-0.6827195229798009,Rebecca Budig,-1.8152264858365836,die hard scenario|earth viewed from space|race against time|race car driver|title at the end,1.0,-0.5548111101725757,-0.462782225455026,joy,im feeling appreciative
Russell Crowe,0.1507813383333582,Cem Yilmaz,0.5847643238735201,australian|battle|battle of gallipoli|gallipoli|world war one,0.0,-0.6469140550760218,-0.2190136973485788,love,honor feeling think gone accepted future present many old schoolmates wont experience thats really okay also okay little sad
0,-2.5481738316330618,Natalie Zea,0.9403185179046468,cult|fbi|hideout|prison escape|serial killer,1.0,0.0,-0.0709832636609486,sad,im suffering writers block feeling disillusioned hopeful even strangely plausible youre may choose write
Ben Stiller,-0.4445764197474697,Matthew Broderick,-0.3930097097120777,cable guy|foreplay|friend|kissing|television,1.0,0.170736567672604,0.2793270240412449,anger,im defensive never good making feel hostile towards people annoying trivial
Eric Brevig,-1.0796246950336863,Justin Timberlake,-1.637449388821021,bear|mayor|park|sabotage|yogi bear,1.0,0.7553633052209785,-0.4858988913850731,joy,fell asleep feeling contented
Nora Ephron,0.6270675447980206,Meryl Streep,0.4958757753657387,american|blog|book|cook|cooking,1.0,0.6670637486019759,-0.0318055339919373,sad,feeling wishing happened feel devastated past
Steven Brill,-0.6827195229798009,Adam Sandler,-1.0152295492665493,angel|devil|flask|hell|the devil,1.0,-0.1318659962926122,-0.0218756946749068,love,feel philip today way would feel beloved son gone life crime
Olivier Assayas,0.1110908211279697,Maggie Cheung,0.4069872268579574,jail|junkie|money|motel|singer,0.0,-0.7061519422972616,-0.5758885115519947,love,ive explained love brand feel would like stay loyal
F. Gary Gray,0.4286149587710779,Gerard Butler,0.8514299693968655,attorney|deal|district attorney|investigation|justice,1.0,0.3634318436098626,0.9663491358572914,joy,came feeling thankful god gospel husband seriously exhibited much love patience diligence
James Algar,-1.4765298670875715,Sam Edwards,0.8514299693968655,animal|bambi|deer|forest|hunter,1.0,0.7937604298948724,0.0762383394786761,sad,definitely feeling surge sift hormones doesnt take much make weepy days
Kaige Chen,-0.16674279930975,Dong-gun Jang,-0.7485639037432046,armor|general|king|princess|slave,0.0,-0.6983768548171304,-0.544900191181538,fear,feel frantic sometimes like im forced something know im good people making decisions
Ridley Scott,2.7306649566836128,Denzel Washington,1.2069841634279916,death|heroin|popcorn|smuggling|vietnam,1.0,1.1930674012854592,1.7404505222077042,anger,ive feeling really irritable
Angela Robinson,-0.6430290057744124,Jordana Brewster,-1.0152295492665493,1959 cadillac|diamonds|female villain|force field|voyeurism,1.0,-0.7067248714703095,-0.516208371831311,sad,heard friend died accident group situation suddenly friend came said already heard terrible consternation
Robert Ben Garant,-0.920862626212132,Wendi McLendon-Covey,-0.481898258219859,beach|police|sex scene|spring break|vomiting,1.0,-0.4109686898573417,-0.4314255983171741,sad,really feel unimportant
Roger Spottiswoode,0.4683054759764665,Vincent Schiavelli,0.0514330328268305,ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three,0.0,1.1230019504172035,0.4767177862611685,joy,feel pain hunny know mop top takes lot work im sure already know
Vijay Chandar,1.8971640953704536,Hansika Motwani,-1.1930066462821127,0,0.0,0.0,-0.600160649693478,sad,still feeling dull uninspired today type post yesterday
James O'Brien,-0.0873617648989729,Mark Fantasia,-2.1707806798677107,arizona|gambling|gunfighter|poker game|year 1879,1.0,0.0,-0.6031720991445338,joy,still feel life wonderful help oliver experience loving environment
Renny Harlin,0.6667580620034091,Christopher Masterson,-0.7485639037432046,latin|pirate|pirate ship|treasure|treasure map,1.0,-0.5474255046604944,-0.4518341262516673,joy,im hopeful judd able assemble cast feels passionate hell able tell great stories
Uwe Boll,-0.5239574541582468,Catherine Lough Haggquist,-3.6818860044999986,artifact|creature|darkness|demon|museum,0.0,-0.6331493053142594,-0.3325027336155857,joy,went back couple weeks later mom dress sale feeling particularly hopeful wed find one course
Risa Bramon Garcia,-0.246123833720527,Janeane Garofalo,-0.481898258219859,bartender|friend|new year's eve|party|punk,1.0,-0.6080344391232293,-0.510272133345057,joy,different person much confident feel proud
John Glen,0.9445916824411288,Patrick Macnee,-0.1263440641887329,computer|earthquake|microchip|official james bond series|silicon valley,0.0,0.0267601560928722,-0.1090705164304169,love,feel like im getting stronger supportive boom
Francis Lawrence,0.5079959931818551,Robert Pattinson,0.4069872268579574,circus|circus vargas|elephant|fear|train,1.0,0.1494904709576683,0.0844855223878025,sad,spent way much youth longing things thought would make happy discover things way feeling empty dont already enjoy life
Rich Moore,-0.246123833720527,Jack McBrayer,1.2069841634279916,arcade|candy|glitch|king|medal,1.0,2.0592411831263244,1.3639326804098717,joy,feel sure completely crash burn tomorrow nature life
Rian Johnson,0.4683054759764665,Joseph Gordon-Levitt,0.8514299693968655,chase|future|surprise ending|time loop|time travel,1.0,0.2629844469718435,2.4932767764650468,anger,feel pissed attitude towards far away
Eric Nicholas,-1.1590057294444631,Jordana Spiro,-0.3041211612042964,female nudity|female pubic hair|masturbation|panties|pubic hair,1.0,-0.7079926821754462,-0.5809148156717425,sad,often reminded would rather feel miserable pregnant feel great pregnant
Woody Allen,0.1904718555387468,Woody Allen,0.1403215813346118,blind|director|psychosomatic blindness|self deprecating|studio,1.0,-0.6374341037137622,-0.4481438368763927,love,feel like someone others admired
Robert Iscove,-0.4842669369528582,Paul Walker,-0.5707868067276411,bet|friend|high school|prom|prom queen,1.0,0.2169793769032896,-0.1195419833465582,sad,kind feel like punished
James Cameron,3.445094266380606,Leonardo DiCaprio,1.1180956149202104,artist|love|ship|titanic|wet,1.0,8.915275479449532,5.12300876077155,joy,feel like pictures post never cute
Eric Schaeffer,-0.3651953853366926,Peter Dinklage,-0.3930097097120777,bar|gay bar|love|mother son relationship|new york,1.0,-0.7038221657158521,-0.5991062813005424,sad,feel ungrateful despite wonderful things done past couple weeks enjoyed much still help feel killing time
Andrew Niccol,0.5873770275926321,Nicolas Cage,1.0292070664124282,1980s|arms dealer|immorality|ukrainian|warlord,1.0,-0.3556227294728146,1.1876437294513031,fear,feeling fearful insecure big god backing
Chuck Russell,-0.6033384885690238,Sam Trammell,-1.1041180977743306,conspiracy|female scientist|mugging|police detective|tattoo,1.0,0.0,-0.5716565945776093,sad,feel extremely guilty chat people common topics chat send lot emails
